Mods count: 289
 
                                jar name                                  |    notes     |                mod id                 |                        mod name                        |         mod version          |                                                                                                                                                                                                                                                                                                                               mixin configs                                                                                                                                                                                                                                                                                                                               |              modrinth hash               | curseforge hash
    /META-INF/jarjar/bcel-6.6.1.jar                                       |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
tacz-tweaks-2.14.2-all.jar                                                |              | tacztweaks                            | TaCZ Tweaks                                            | 2.14.2                       | tacztweaks.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | f7393848203a31a3b9ab592c51e1a2e59dce7a2a | 1873821720     
taczammoquery-1.20.1-1.0.0.jar                                            |              | taczammoquery                         | TaCZ Ammo Query                                        | 1.20.1-1.0.0                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | e3d20ecf37d57b2ce0541cd0b082355853566296 | 1292892332     
taczjs-forge-1.4.2+mc1.20.1.jar                                           |              | taczjs                                | TaCZ JS                                                | 1.4.2+mc1.20.1               | taczjs.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | a88747278d2dc39ef9061f414865bfdb694276d3 | 2389009831     
TerraFirmaCraft-Forge-1.20.1-3.2.25.jar                                   |              | tfc                                   | TerraFirmaCraft                                        | 3.2.25                       | tfc.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 4a6a6610f24d44d53947a8c0e1f6b7438ad3c391 | 2726829485     
TerraFirmaGreg-Core-Modern-0.9.23.jar                                     |              | tfg                                   | TerraFirmaGreg-Core                                    | 0.9.23                       | tfg.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 40312e2ac0e0b5264ff7b316c20d9c47780a0da0 | 1517941794     
    /META-INF/jarjar/appliedenergistics2-forge-15.4.10-cosmolite.38.jar   |              | ae2                                   | Applied Energistics 2                                  | 15.4.10-cosmolite.38         | ae2.mixins.refmap.json, ae2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
TFC_punishment_for_death-1.20.1-1.0.0.16.jar                              |              | punishment_for_death                  | TFC Punishment for Death                               | 1.0.0.16                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | e411976151d0f9d318839de2a3b5205af1d7b3bd | 4209213284     
tfc_ruins-1.0.1-forge-1.20.1.jar                                          | MCreator mod | tfc_ruins                             | TFC Ruins                                              | 1.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | a3759bcb6545195e680121c145608eeefc70a18a | 301500460      
tfc_support_indicator-1.0.7+mc1.20.1.jar                                  |              | tfc_support_indicator                 | TFC Support Indicator                                  | 1.0.7+mc1.20.1               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 254e298e27e574da9822946eb7f1362d1ef06b4d | 3088665824     
TFCAgedAlcohol-1.20.1-2.3.jar                                             |              | tfcagedalcohol                        | TFC Aged Alcohol                                       | 2.3                          | tfcagedalcohol.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | e37031fe92336c8fe3b06c7b232da857f360d938 | 1683797447     
TFCAstikorCarts-1.20.1-1.1.8.3.jar                                        |              | tfcastikorcarts                       | TFC Astikor Carts                                      | 1.1.8.3                      | tfcastikorcarts.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 1a64a638d83e7b33d1f4c589ac0bc3005ffec34f | 1729769370     
TFCBetterBlastFurnace-1.20.1-1.0.2.jar                                    |              | tfcbetterbf                           | TFC Better Blast Furnace                               | 1.0.2                        | tfcbetterbf.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | e40bc10f114bce20b9c003a7d42a97834d5a1bcc | 122027446      
tfccanes-2.1.2.jar                                                        |              | tfccanes                              | TFC Canes                                              | 2.0.2                        | tfccanes.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 0c362ed60edfe797f020cc253cade2c732551522 | 1947739477     
tfcchannelcasting-0.2.3-beta.jar                                          |              | tfcchannelcasting                     | TFC Casting with Channels                              | 0.2.3-beta                   | tfcchannelcasting.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 346a53a23f069d8f9b16f14ecef3b9ab247d0e49 | 3564038568     
tfcgenviewer-1.20.1-1.5.1.jar                                             |              | tfcgenviewer                          | TFCGenViewer                                           | 1.5.1                        | tfcgenviewer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 208e780e3f9fc4cbee1de4222d72408162b44a63 | 2073154572     
tfcgroomer-1.20.1-0.2.4.jar                                               |              | tfcgroomer                            | TFC: Grooming Station                                  | 1.20.1-0.2.4                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | d675275100ba88b532775a2373ada6a280348a41 | 145865996      
TFCHotOrNot-1.20.1-1.0.13.jar                                             |              | tfchotornot                           | TFC Hot or Not                                         | 1.0.13                       | tfchotornot.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 383507ce61eaa1fe9368915536de8b3685517728 | 499156272      
tfclunchbox-1.20.1-1.0.0.29.jar                                           |              | tfclunchbox                           | TFC Lunch Box                                          | 1.0.0.29                     | tfclunchbox.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 251e6d19e7f75f1b6f0b46fbc01f04b313952b0e | 1045730236     
tfcscraping-1.0.2.jar                                                     |              | tfcscraping                           | TFC Scraping Knives                                    | 1.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | a28cf46a637287b308058abb678fbf382198f3fe | 2333643070     
tfcstructuremodc-0.0.4.jar                                                |              | tfcstructuremodc                      | C4t2's structures(TFC)                                 | 0.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 30cdc7fb5e39545feaeb5f09b6fb4ccaf09aec14 | 1490669427     
TFCTumbleweed-1.20.1-1.2.2.jar                                            |              | tfc_tumbleweed                        | TFC Tumbleweed                                         | 1.2.2                        | tfc_tumbleweed.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 0b98dcc97f73d24707c3f4552145787e21d9b29b | 3291823365     
TFCVesselTooltip-1.20.1-1.1.jar                                           |              | tfcvesseltooltip                      | TFC Vessel Tooltip                                     | 1.1                          | tfcvesseltooltip.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 0ba5058d7a728119121acf09e0badb3c87d2f319 | 2467902332     
TFCWeldButton-1.20.1-1.1.jar                                              |              | tfcweldbutton                         | TFC Weld Button                                        | 1.1                          | tfcweldbutton.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | dda1ccb3f998e85de186c84162bf437f2e800031 | 214270406      
timeout_fixes-1.20.1-1.0.0.jar                                            |              | timeout_fixes                         | Timeout Fixes                                          | 1.20.1-1.0.0                 | timeout_fixes.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 1748e7fecde151d20eb96d62eecd7579858bb793 | 2965312512     
toofast-1.20-0.4.3.5.jar                                                  |              | toofast                               | Too Fast                                               | 0.4.3.5                      | toofast.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | a6163b39827b483fb2976c916d99fce6cbf247a9 | 165753123      
ToolBelt-1.20.1-1.20.03.jar                                               |              | toolbelt                              | Tool Belt                                              | 1.20.03                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 486038e2b0e075c48f325a7665ad0f3149f7632c | 155110247      
toomanyrecipeviewers-0.8.1+mc.20.1.jar                                    |              | toomanyrecipeviewers                  | TooManyRecipeViewers                                   | 0.8.1+mc.20.1                | toomanyrecipeviewers.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | c83ea731d2977c178ac98502a79013bdbba916be | 2729210785     
Tumbleweed-forge-1.20.1-0.5.5.jar                                         |              | tumbleweed                            | Tumbleweed                                             | 0.5.5                        | tumbleweed.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | d3c2504eb77c98c6e6af49370a8370440aaded9a | 1323601805     
u_team_core-forge-1.20.1-5.1.4.382.jar                                    |              | uteamcore                             | U Team Core                                            | 5.1.4.382                    | uteamcore.mixins.refmap.json, uteamcore.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 45d737d4215c453c35bc8a16aa0c74d1179a0934 | 1183005945     
UniLib-1.2.1+1.20.1-forge.jar                                             |              | unilib                                | UniLib                                                 | 1.2.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | bf4bd0346650ad95dcd13867793da99a639f31fa | 1423017580     
vintage_kubejs-1.20.1-1.0.0rc-2.jar                                       |              | vintage_kubejs                        | Vintage KubeJS                                         | 1.20.1-1.0.0rc-2             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | ca49a4163794cc0f94a31a17f6956be11979db53 | 2388627373     
vintageimprovements-1.20.1-0.3.7.8.jar                                    |              | vintageimprovements                   | Create: Vintage Improvements                           | 1.20.1-0.3.7.8               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 118c9980f3e3499d935382b8a920902d7d649aa6 | 3385940950     
voicechat-forge-1.20.1-2.6.23.jar                                         |              | voicechat                             | Simple Voice Chat                                      | 1.20.1-2.6.23                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | af2e6094579c9a4e7a31cc897bfd3329efb73a0f | 4233348505     
wakes-1.20.1-Forge-1.4.1.jar                                              |              | wakes                                 | Wakes                                                  | 1.4.1                        | wakes.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 31689c3576201d806842f59c2c8dc381c7fc3cad | 2982085989     
wan_ancient_beasts-forge_1.20.1_1.4.3.jar                                 |              | wan_ancient_beasts                    | Wan Ancient Beasts                                     | 1.4.3                        | wan_ancient_beasts.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 5523329cc6fae959920bb012fbb4695922eb9f1a | 4136574887     
waterflasks-3.0.10.jar                                                    |              | waterflasks                           | TFC Water Flasks                                       | 3.0.10                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | d9e9fc125bd401601693de6d694bea43c3bf956e | 3195298370     
xaerominimap-forge-1.20.1-26.4.2.jar                                      |              | xaerominimap                          | Xaero's Minimap                                        | 26.4.2                       | xaerohud.forge.mixins.json, xaerohud.mixins.json, xaerominimap.mixins.json, xaerominimap.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 8f5f747a33e787aaa3827b00eb0ad098966499ff | 2110918105     
    /META-INF/jarjar/xaerolib-forge-1.20.1-1.7.1.jar                      |              | xaerolib                              | XaeroLib                                               | 1.7.1                        | xaerolib.mixins.json, xaerolib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
xaeroworldmap-forge-1.20.1-1.45.0.jar                                     |              | xaeroworldmap                         | Xaero's World Map                                      | 1.45.0                       | xaeroworldmap.forge.mixins.json, xaeroworldmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 856b0317f31646ffe3b39a52b604bc7ee8822321 | 2970154195     
    /META-INF/jarjar/xaerolib-forge-1.20.1-1.7.1.jar                      |              | xaerolib                              | XaeroLib                                               | 1.7.1                        | xaerolib.mixins.json, xaerolib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar                       |              | yeetusexperimentus                    | Yeetus Experimentus                                    | 2.3.1-build.6+mc1.20.1       | yeetusexperimentus.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 6efdaf5d213f779e51aa84631a5f06a306351e75 | 1963019301     
yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar                          |              | yet_another_config_lib_v3             | YetAnotherConfigLib                                    | 3.6.6+1.20.1-forge           | yacl.mixins.json, yacl-fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 644731e321c53a35a0b3177a3cc6347fe38002f4 | 2226879195     
    /META-INF/jarjar/common-image-3.12.0.jar                              |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/common-io-3.12.0.jar                                 |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/common-lang-3.12.0.jar                               |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/gson-0.2.1.jar                                       |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/imageio-core-3.12.0.jar                              |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                          |              |                                       |                                                        |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
